Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price
Suzuki,Jimny,2004/10,"130,000km",650cc,PETROL,5MT,,4WD,,,,SUV,4,3431
Nissan,Note,2015/3,"83,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3634
Toyota,Raum,2006/2,"126,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3634
Honda,Fit Hybrid,2014/1,"142,000km","1,490cc",HYBRID(PETROL),AT,,2WD,,,,Hatchback,5,3633
Nissan,Xtrail,2009/12,"183,000km","1,990cc",PETROL,AT,,4WD,,,,SUV,5,3941
Toyota,Voxy,2008/2,"183,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,4043
Honda,Fit Hybrid,2014/3,"126,000km","1,490cc",HYBRID(PETROL),AT,,2WD,,,,Hatchback,5,3633
Toyota,Raum,2008/10,"13,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3634
Subaru,Legacy B4,2009/7,"123,000km","2,450cc",PETROL,AT,,4WD,,,,Sedan,5,3839
Toyota,Raum,2008/2,"1,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3634
Toyota,Raum,2008/12,"19,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3634
Mercedes,B Class,2012/6,"97,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,5,3838
Honda,Fit,2010/8,"41,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3533
Toyota,Voxy,2009/2,"109,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,4033
Toyota,Ipsum,2004/9,"222,000km","2,360cc",PETROL,AT,,2WD,,,,Mini Van,7,3931
Toyota,Crown,2008/2,"115,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3829
Toyota,Ractis,2006/3,"145,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3625
Toyota,Ractis,2009/9,"88,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3625
Toyota,Ractis,2012/3,"121,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3624
Toyota,Alphard,2006/9,"150,000km","2,360cc",PETROL,AT,,2WD,,,,Mini Van,8,4189
Nissan,Xtrail,2006/4,"117,000km","1,990cc",PETROL,AT,,4WD,,,,SUV,5,3829
Nissan,Xtrail,2009/3,"114,000km","1,990cc",PETROL,AT,,4WD,,,,SUV,5,3921
Toyota,Ractis,2012/1,"139,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3614
Toyota,Corolla Rumion,2008/1,"113,000km","1,790cc",PETROL,AT,,4WD,,,,Mini Van,5,3817
Honda,Fit,2013/12,"94,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3613
Toyota,Mark X,2011/10,"168,000km","2,490cc",PETROL,AT,,4WD,,,,Sedan,5,3817
Toyota,Vitz,2010/5,"118,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3512
Toyota,Ractis,2007/4,"120,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3615
Toyota,Ractis,2006/2,"123,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3615
Subaru,Impreza Sport,2014/3,"106,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,5,3715
Toyota,Ractis,2006/1,"131,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3615
Toyota,Noah,2007/8,"140,000km","1,980cc",PETROL,AT,,4WD,,,,Wagon,8,4023
Toyota,Ractis,2009/12,"71,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3615
Toyota,Raum,2004/8,"1,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3613
Toyota,Sienta,2013/1,"133,000km","1,500cc",PETROL,AT,,2WD,,,,Mini Van,,3716
Nissan,March,2016/10,"74,000km","1,200cc",PETROL,AT,,2WD,,,,Hatchback,,3512
Nissan,Xtrail,2010/1,"135,000km","1,990cc",PETROL,AT,,4WD,,,,SUV,5,3911
Toyota,Corolla Fielder,2007/7,"143,000km","1,490cc",PETROL,AT,,4WD,,,,Station Wagon,5,3705
Toyota,Alphard,2005/12,"70,000km","2,990cc",PETROL,AT,,2WD,,,,Mini Van,8,4268
Mitsubishi,Delica Space Gear,2003/12,"100,000km","2,970cc",PETROL,AT,,4WD,,,,Wagon,7,4166
Bmw,Mini,2014/2,"118,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,4,3401
Toyota,Corolla Rumion,2008/1,"118,000km","1,490cc",PETROL,AT,,2WD,,,,Mini Van,5,3707
Subaru,Impreza G4,2014/4,"86,000km","1,590cc",PETROL,AT,,2WD,,,,Sedan,5,3706
Toyota,Alphard,2005/8,"127,000km","2,360cc",PETROL,AT,,2WD,,,,Mini Van,8,4168
Toyota,Wish,2010/9,"129,000km","1,980cc",PETROL,AT,,2WD,,,,Mini Van,6,3809
Toyota,Pixis Epoch,2015/10,"70,000km",650cc,PETROL,AT,,2WD,,,,Hatchback,4,3301
Honda,Cross Road,2009/3,"159,000km","1,990cc",PETROL,AT,,2WD,,,,SUV,7,3809
Toyota,Raum,2003/12,"48,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3603
Toyota,Ractis,2012/1,"146,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Toyota,Vitz,2007/3,"127,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3502
Toyota,Raum,2003/8,"74,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3603
Mazda,Verisa,2014/3,"150,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3603
Toyota,Raum,2003/7,"95,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3603
Toyota,Ractis,2005/10,"69,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Toyota,Noah,2008/5,"123,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,4012
Subaru,Impreza Sport,2012/9,"109,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,5,3705
Toyota,Ractis,2009/7,"65,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Volkswagen,Golf,2011/5,"62,000km","1,380cc",PETROL,AT,,2WD,,,,Hatchback,5,3705
Toyota,Ractis,2012/2,"150,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Toyota,Ractis,2012/3,"123,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Toyota,Ractis,2008/11,"166,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3604
Toyota,Ractis,2008/1,"91,000km","1,500cc",PETROL,AT,,2WD,,,,Hatchback,,3604
Toyota,Voxy,2012/7,"148,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,4012
Toyota,Raum,2007/7,"138,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3603
Toyota,Vitz,2005/6,"71,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3502
Toyota,Vitz,2005/5,"70,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3502
Toyota,Vitz,2010/2,"98,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3492
Toyota,Crown,2006/8,"188,000km","2,490cc",PETROL,AT,,4WD,,,,Sedan,5,3798
Toyota,Crown,2006/6,"113,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3798
Toyota,Mark X,2009/11,"228,000km","2,490cc",PETROL,AT,,4WD,,,,Sedan,5,3797
Toyota,Ractis,2009/12,"48,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3594
Toyota,Ractis,2007/2,"105,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3594
Toyota,Ractis,2012/2,"200,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3594
Toyota,Vitz,2012/2,"175,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3492
Toyota,Corolla Rumion,2014/7,"210,000km","1,790cc",PETROL,AT,,4WD,,,,Mini Van,5,3787
Toyota,Ipsum,2002/3,"145,000km","2,360cc",PETROL,AT,,2WD,,,,Mini Van,7,3890
Honda,Fit,2013/2,"115,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3482
Toyota,Ractis,2011/9,"82,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Subaru,Impreza G4,2014/2,"70,000km","1,990cc",PETROL,AT,,2WD,,,,Sedan,5,3686
Toyota,Ractis,2006/4,"99,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Ractis,2006/2,"146,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Noah,2008/6,"219,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3993
Mazda,Bongo Van,2013/2,"147,000km","1,790cc",PETROL,AT,,2WD,,,,Van,2[5],3789
Toyota,Vitz,2007/2,"38,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3481
Honda,Fit,2013/12,"139,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3582
Toyota,Vitz,2007/12,"48,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3482
Honda,Fit,2014/6,"133,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3582
Toyota,Raum,2006/11,"61,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Volvo,S60,2012/3,"98,000km","1,590cc",PETROL,AT,,2WD,,,,Sedan,5,3788
Toyota,Raum,2008/2,"90,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Toyota,Ractis,2009/9,"98,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Pixis Epoch,2015/2,"75,000km",650cc,PETROL,AT,,2WD,,,,Hatchback,4,3281
Toyota,Raum,2009/2,"99,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Toyota,Wish,2010/1,"195,000km","1,790cc",PETROL,AT,,4WD,,,,Mini Van,7,3788
Toyota,Ractis,2010/12,"82,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3573
Mazda,Bongo Van,2013/2,"226,000km","1,790cc",PETROL,AT,,2WD,,,,Van,2[5],3778
Toyota,Ractis,2006/4,"99,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Ractis,2006/2,"146,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Noah,2008/6,"219,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3993
Mazda,Bongo Van,2013/2,"147,000km","1,790cc",PETROL,AT,,2WD,,,,Van,2[5],3789
Toyota,Vitz,2007/2,"38,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3481
Honda,Fit,2013/12,"139,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3582
Toyota,Vitz,2007/12,"48,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3482
Honda,Fit,2014/6,"133,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3582
Toyota,Raum,2006/11,"61,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Volvo,S60,2012/3,"98,000km","1,590cc",PETROL,AT,,2WD,,,,Sedan,5,3788
Toyota,Raum,2008/2,"90,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Toyota,Ractis,2009/9,"98,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3584
Toyota,Pixis Epoch,2015/2,"75,000km",650cc,PETROL,AT,,2WD,,,,Hatchback,4,3281
Toyota,Raum,2009/2,"99,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3583
Toyota,Wish,2010/1,"195,000km","1,790cc",PETROL,AT,,4WD,,,,Mini Van,7,3788
Toyota,Ractis,2010/12,"82,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3573
Mazda,Bongo Van,2013/2,"226,000km","1,790cc",PETROL,AT,,2WD,,,,Van,2[5],3778
Volkswagen,Polo,2011/5,"73,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3472
Toyota,Ractis,2010/4,"79,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3574
Toyota,Ractis,2010/3,"39,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3574
Honda,Fit Hybrid,2014/4,"213,000km","1,490cc",HYBRID(PETROL),AT,,2WD,,,,Hatchback,5,3573
Toyota,Crown,2007/3,"69,000km","2,990cc",PETROL,AT,,2WD,,,,Sedan,5,3778
Bmw,3 Series,2011/3,"120,000km","1,990cc",PETROL,AT,,2WD,,,,Sedan,5,3676
Honda,Fit,2013/11,"142,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3572
Toyota,Vitz,2005/8,"70,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3472
Nissan,Dualis,2007/9,"105,000km","2,000cc",PETROL,AT,,4WD,,,,SUV,,3777
Subaru,Impreza Sport,2012/10,"83,000km","1,990cc",PETROL,AT,,4WD,,,,Hatchback,5,3665
Toyota,Vitz,2010/2,"114,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Toyota,Ractis,2006/3,"64,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3564
Mazda,Verisa,2014/1,"94,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3563
Subaru,Impreza Sport,2014/5,"157,000km","1,990cc",PETROL,AT,,2WD,,,,Hatchback,5,3665
Toyota,Voxy,2009/7,"144,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3972
Subaru,Impreza Sport,2012/10,"73,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,5,3665
Toyota,Vitz,2005/4,"33,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Toyota,Vitz,2008/2,"112,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Toyota,Vitz,2009/3,"109,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Toyota,Ractis,2009/2,"111,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3564
Toyota,Porte,2014/1,"85,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3665
Toyota,Ractis,2009/9,"97,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3564
Mazda,Demio,2014/2,"140,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Mitsubishi,Delica D5,2012/3,"190,000km","2,350cc",PETROL,AT,,4WD,,,,Wagon,8,4025
Mazda,Axela Sport,2010/7,"80,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3665
Honda,Fit,2013/10,"218,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3562
Toyota,Vitz,2006/8,"50,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3461
Toyota,Raum,2009/2,"171,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3563
Mazda,Axela Sport,2012/2,"76,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3665
Toyota,Raum,2004/7,"74,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3563
Volkswagen,Golf,2010/5,"119,000km","1,200cc",PETROL,AT,,2WD,,,,Hatchback,,3664
Nissan,March,2016/1,"67,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3451
Toyota,Vitz,2013/3,"52,000km",990cc,PETROL,AT,,2WD,,,,Hatchback,5,3452
Toyota,Vitz,2011/12,"184,000km","1,320cc",PETROL,AT,,4WD,,,,Hatchback,5,3552
Toyota,Vitz,2006/10,"111,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3451
Toyota,Voxy,2011/7,"105,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3961
Toyota,Vitz,2010/10,"110,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3451
Mazda,Axela,2011/3,"62,000km","1,490cc",PETROL,AT,,2WD,,,,Sedan,5,3656
Toyota,Raum,2010/3,"108,000km","1,500cc",PETROL,AT,,2WD,,,,Hatchback,,3553
Toyota,Corolla Fielder,2010/1,"162,000km","1,490cc",PETROL,AT,,4WD,,,,Station Wagon,5,3644
Suzuki,Swift,2015/6,"215,000km","1,240cc",PETROL,AT,,4WD,,,,Hatchback,5,3442
Toyota,Ractis,2011/8,"50,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3543
Toyota,Voxy,2009/10,"120,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3952
Nissan,Xtrail,2010/1,"189,000km","1,990cc",DIESEL,MT,,4WD,,,,SUV,5,3952
Toyota,Crown,2008/1,"131,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3748
Toyota,Blade,2011/10,"104,000km","2,360cc",PETROL,AT,,2WD,,,,Hatchback,5,3645
Toyota,Crown,2006/2,"82,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3748
Toyota,Ractis,2007/3,"151,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3544
Toyota,Crown,2008/1,"112,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3748
Nissan,Nv150 Ad 2018,2018/1,"228,000km","1,490cc",PETROL,AT,,2WD,,,,Van,2[5],3644
Toyota,Ractis,2007/3,"130,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3544
Toyota,Ractis,2006/9,"138,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3544
Toyota,Ractis,2007/11,"138,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3544
Honda,Fit,2013/12,"183,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3542
Subaru,Impreza Sport,2012/3,"148,000km","1,590cc",PETROL,AT,,2WD,,,,Hatchback,5,3644
Bmw,3 Series,2011/1,"54,000km","1,990cc",PETROL,AT,,2WD,,,,Sedan,5,3645
Nissan,Ad Van,2016/12,"95,000km","1,590cc",PETROL,AT,,4WD,,,,Van,2[5],3645
Nissan,Note 2018,2017/1,"114,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3441
Toyota,Raum,2009/10,"139,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3543
Toyota,Raum,2006/3,"130,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3543
Toyota,Raum,2006/3,"123,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3543
Daihatsu,Mira Es,2015/9,"29,000km",650cc,PETROL,AT,,2WD,,,,Hatchback,4,3241
Toyota,Liteace Van,2008/8,"132,000km","1,500cc",PETROL,AT,,2WD,,,,Van,,3748
Toyota,Alphard,2003/5,"190,000km","2,360cc",PETROL,AT,,4WD,,,,Mini Van,8,4096
Toyota,Crown,2005/5,"108,000km","2,990cc",PETROL,AT,,2WD,,,,Sedan,5,3737
Toyota,Corolla Rumion,2007/12,"192,000km","1,490cc",PETROL,AT,,2WD,,,,Mini Van,5,3636
Toyota,Crown,2006/3,"135,000km","3,450cc",PETROL,AT,,2WD,,,,Sedan,5,3737
Toyota,Ractis,2007/4,"132,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3534
Honda,Crv,2005/4,"140,000km","2,350cc",PETROL,AT,,2WD,,,,SUV,5,3839
Toyota,Porte,2014/1,"71,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3635
Toyota,Raum,2004/1,"117,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3533
Toyota,Raum,2003/12,"106,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3533
Toyota,Raum,2005/4,"106,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3533
Toyota,Ractis,2009/11,"71,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3534
Toyota,Ractis,2010/3,"186,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3534
Toyota,Vitz,2000/3,"64,000km","1,000cc",PETROL,5MT,,2WD,,,,Hatchback,,3331
Toyota,Corolla Fielder,2013/10,"333,000km","1,490cc",HYBRID(PETROL),AT,,2WD,,,,Station Wagon,5,3624
Subaru,Impreza Sport,2012/3,"82,000km","1,590cc",PETROL,AT,,4WD,,,,Hatchback,5,3624
Nissan,Xtrail,2009/7,"167,000km","1,990cc",PETROL,6MT,,4WD,,,,SUV,5,3830
Volkswagen,Golf,2012/12,"189,000km","1,380cc",PETROL,AT,,2WD,,,,Hatchback,5,3624
Toyota,Ractis,2011/10,"117,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3523
Toyota,Crown,2004/3,"118,000km","2,990cc",PETROL,AT,,2WD,,,,Sedan,5,3727
Toyota,Ractis,2006/1,"199,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3524
Toyota,Ractis,2005/11,"129,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3524
Toyota,Vitz,2006/3,"104,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3421
Toyota,Noah,2008/10,"152,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3931
Subaru,Trezia,2012/1,"110,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3523
Toyota,Mark X,2007/2,"103,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3626
Toyota,Ractis,2006/6,"143,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3524
Nissan,March,2016/12,"65,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3421
Honda,Fit,2012/7,"85,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3422
Honda,Fit,2013/9,"48,000km","1,330cc",PETROL,AT,,2WD,,,,Hatchback,5,3422
Toyota,Vitz,2006/2,"118,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3421
Nissan,Nv200Vanette Van,2013/1,"212,000km","1,590cc",PETROL,AT,,2WD,,,,Van,2[5],3830
Toyota,Noah,2008/2,"238,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3931
Honda,Fit,2014/4,"48,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3522
Toyota,Raum,2004/9,"114,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3522
Subaru,Legacy B4,2011/9,"267,000km","2,450cc",PETROL,AT,,4WD,,,,Sedan,5,3727
Toyota,Ractis,2008/3,"181,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3524
Toyota,Crown,2005/11,"160,000km","2,990cc",PETROL,AT,,2WD,,,,Sedan,5,3727
Nissan,Vanette Truck,2006/1,"119,000km","1,780cc",PETROL,AT,,2WD,,,,Truck,3,3921
Mitsubishi,Delica Space Gear,2004/1,"173,000km","2,970cc",PETROL,AT,,4WD,,,,Wagon,8,4075
Toyota,Corolla Rumion,2009/2,"113,000km","1,790cc",PETROL,AT,,2WD,,,,Mini Van,5,3616
Toyota,Noah,2007/10,"191,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3922
Toyota,Ractis,2007/11,"128,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3513
Toyota,Ractis,2009/7,"84,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3513
Toyota,Vitz,2006/3,"79,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3411
Toyota,Raum,2008/1,"99,000km","1,490cc",PETROL,AT,,4WD,,,,Hatchback,5,3513
Toyota,Raum,2008/1,"99,000km","1,490cc",PETROL,AT,,4WD,,,,Hatchback,5,3513
Daihatsu,Hijet Truck,2001,"133,000km",650cc,PETROL,5MT,,4WD,,,,Truck,2,3311
Mazda,Axela Sport,2010/1,"100,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3615
Honda,Fit,2013/10,"142,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3512
Honda,Fit,2013/9,"124,000km","1,310cc",PETROL,AT,,2WD,,,,Hatchback,5,3512
Mitsubishi,Mirage,2015/2,"136,000km",990cc,PETROL,AT,,2WD,,,,Hatchback,5,3411
Toyota,Belta,2009/9,"64,000km",990cc,PETROL,AT,,2WD,,,,Sedan,5,3513
Toyota,Vitz,2010/7,"133,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Mitsubishi,Outlander,2006/2,"141,000km","2,350cc",PETROL,AT,,4WD,,,,SUV,5,3810
Volkswagen,Polo,2010/3,"32,000km","1,380cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Toyota,Noah,2010/1,"250,000km","1,980cc",PETROL,AT,,2WD,,,,Wagon,8,3911
Toyota,Ractis,2009/3,"120,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3503
Nissan,Note 2018,2017/2,"125,000km","1,190cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Toyota,Vitz,2005/5,"46,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Toyota,Caldina,2005/11,"135,000km","1,990cc",PETROL,AT,,2WD,,,,Station Wagon,5,3604
Toyota,Passo,2014/2,"133,000km","1,320cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Honda,Fit,2009/3,"35,000km","1,330cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Toyota,Ractis,2008/2,"60,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3503
Toyota,Ractis,2009/3,"55,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3503
Toyota,Ractis,2009/5,"50,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3503
Toyota,Sienta,2007/2,"78,000km","1,490cc",PETROL,AT,,2WD,,,,Mini Van,7,3605
Toyota,Vitz,2008/11,"86,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3401
Toyota,Vellfire,2008/5,"181,000km","2,360cc",PETROL,AT,,2WD,,,,Mini Van,7,4056
Bmw,3 Series,2009/9,"85,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3595
Honda,Crz,2012/7,"126,000km","1,490cc",HYBRID(PETROL),AT,,2WD,,,,Hatchback,4,3391
Toyota,Ractis,2010/2,"74,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3493
Toyota,Ractis,2010/4,"55,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3493
Toyota,Isis,2014/5,"185,000km","1,790cc",PETROL,AT,,2WD,,,,Mini Van,7,3698
Toyota,Ractis,2008/2,"91,000km","1,290cc",PETROL,AT,,2WD,,,,Hatchback,5,3493
Toyota,Mark X,2008/5,"92,000km","2,490cc",PETROL,AT,,2WD,,,,Sedan,5,3595
Mitsubishi,Delica D5,2012/1,"174,000km","2,350cc",PETROL,AT,,4WD,,,,Wagon,8,3954
Nissan,Note 2018,2017/1,"134,000km",650cc,PETROL,AT,,2WD,,,,Hatchback,4,3191
Mitsubishi,Delica D5,2012/9,"271,000km","2,350cc",PETROL,AT,,4WD,,,,Wagon,8,3954
Mitsubishi,Delica D5,2011/3,"212,000km","2,350cc",PETROL,AT,,4WD,,,,Wagon,8,3954
Toyota,Spade,2014/3,"93,000km","1,490cc",PETROL,AT,,2WD,,,,Wagon,5,3584
Toyota,Raum,2006/6,"168,000km","1,490cc",PETROL,AT,,2WD,,,,Hatchback,5,3482
Nissan,Murano,2008/11,"116,000km","2,480cc",PETROL,AT,,4WD,,,,SUV,5,3943
