stock_id,make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
AU0885,TOYOTA,LAND CRUISER PRADO 2018,Nagoya - Japan,CBA-TRJ150W,2018/11,AT,Black,4WD,5,RHD,7,2TR,SUV,"2,690cc","28,000km",PETROL,28770,31212
QV9040,TOYOTA,LAND CRUISER PRADO 2018,Osaka - Japan,CBA-TRJ150W,2018/11,AT,Pearl,4WD,5,RHD,7,2TR,SUV,"2,690cc","75,000km",PETROL,28310,30752
KW0360,LEXUS,RX 2018,Yokohama - Japan,DBA-AGL20W,2018/8,AT,Pearl,2WD,5,RHD,5,8AR,SUV,"1,990cc","78,000km",PETROL,21790,23979
QH2942,MERCEDES,C CLASS 2018,Osaka - Japan,CBA-205064,2018/1,AT,White,4WD,4,RHD,5,276M30,Sedan,"2,990cc","49,000km",PETROL,21580,23396
DS6547,AUDI,Q5 2018,Hakata - Japan,DBA-FYDAXS,2018/6,AT,White,4WD,5,RHD,5,DAX,SUV,"1,980cc","40,000km",PETROL,19020,21047
DN5609,TOYOTA,HARRIER 2018,Hakata - Japan,DBA-ZSU60W,2018/8,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","62,000km",PETROL,18630,20651
LC1731,TOYOTA,HARRIER 2018,Yokohama - Japan,DBA-ZSU60W,2018/12,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","121,000km",PETROL,18160,20177
ON2057,TOYOTA,HARRIER 2018,Nagoya - Japan,DBA-ASU60W,2018/5,AT,Pearl,2WD,5,RHD,5,8AR,SUV,"1,990cc","124,000km",PETROL,18160,20177
JP8026,TOYOTA,RAV4 2019,Yokohama - Japan,6BA-MXAA54,2019/12,AT,Pearl,4WD,5,RHD,5,M20A,SUV,"1,980cc","65,000km",PETROL,17810,19929
LK1731,TOYOTA,RAV4 2019,Nagoya - Japan,6BA-MXAA54,2019/7,AT,Red,4WD,5,RHD,5,M20A,SUV,"1,980cc","47,000km",PETROL,17680,19797
DC2285,TOYOTA,HARRIER 2018,Hakata - Japan,DBA-ZSU60W,2018/7,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","81,000km",PETROL,17130,19243
YB7359,TOYOTA,HARRIER 2018,Nagoya - Japan,DBA-ZSU60W,2018/3,AT,PURPLE(D),2WD,5,RHD,5,3ZR,SUV,"1,980cc","71,000km",PETROL,16790,18897
RU0724,TOYOTA,RAV4 2019,Nagoya - Japan,6BA-MXAA54,2019/10,AT,Black,4WD,5,RHD,5,M20A,SUV,"1,980cc","70,000km",PETROL,16790,18894
ZB2425,TOYOTA,RAV4 2019,Nagoya - Japan,6BA-MXAA54,2019/6,AT,Pearl,4WD,5,RHD,5,M20A,SUV,"1,980cc","98,000km",PETROL,16790,18894
MM6134,TOYOTA,HARRIER 2018,Yokohama - Japan,DBA-ZSU60W,2018/3,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","82,000km",PETROL,16790,18897
JX0693,TOYOTA,HARRIER 2018,Yokohama - Japan,DBA-ZSU60W,2018/8,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","44,000km",PETROL,16580,18684
UD4061,MERCEDES,E CLASS 2018,Osaka - Japan,RBA-213042C,2018/2,AT,Black,2WD,4,RHD,5,274,Sedan,"1,990cc","68,000km",PETROL,16440,18420
HQ8277,TOYOTA,HARRIER 2018,Yokohama - Japan,DBA-ZSU60W,2018/11,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","97,000km",PETROL,16440,18542
HH2283,VOLKSWAGEN,TIGUAN 2018,Yokohama - Japan,ABA-5NCZE,2018/3,AT,White,2WD,5,RHD,5,CZE,SUV,"1,390cc","39,000km",PETROL,16440,18431
GS0834,TOYOTA,HARRIER 2018,Yokohama - Japan,DBA-ZSU60W,2018/1,AT,Black,2WD,5,RHD,5,3ZR,SUV,"1,980cc","80,000km",PETROL,16100,18197
HE3125,HONDA,CRV 2018,Yokohama - Japan,6AA-RT5,2018/11,AT,Red,,5,RHD,5,LFB-H4,SUV,"1,990cc","44,000km",HYBRID(PETROL),15930,18020
JP9329,VOLKSWAGEN,TIGUAN 2018,Yokohama - Japan,LDA-5NDFGF,2018/8,AT,Blue(D),4WD,5,RHD,5,DFG,SUV,"1,960cc","67,000km",DIESEL,15070,17041
GO1316,MERCEDES,C CLASS 2018,Yokohama - Japan,DAA-205077C,2018/11,AT,Gray,2WD,4,RHD,5,264-EM0018,Sedan,"1,490cc","67,000km",HYBRID(PETROL),15070,16811
UQ0230,BMW,X1 2018,Yokohama - Japan,ABA-JG20A,2018/10,AT,Pearl,4WD,5,RHD,5,B48A20A,SUV,"1,990cc","28,000km",PETROL,14390,16237
OE8229,SUBARU,FORESTER 2018,Yokohama - Japan,5BA-SK9,2018/8,AT,Silver,4WD,5,RHD,5,FB25,SUV,"2,490cc","78,000km",PETROL,13870,15931
TJ1494,SUBARU,FORESTER 2018,Yokohama - Japan,5BA-SK9,2018/8,AT,Blue(D),4WD,5,RHD,5,FB25,SUV,"2,490cc","47,000km",PETROL,13780,15840
ZS8224,SUBARU,FORESTER 2018,Nagoya - Japan,5BA-SK9,2018/12,AT,Silver,4WD,5,RHD,5,FB25,SUV,"2,490cc","56,000km",PETROL,13700,15759
FC4943,MERCEDES,C CLASS 2018,Yokohama - Japan,DBA-205040C,2018/2,AT,White,2WD,4,RHD,5,274M16,Sedan,"1,590cc","56,000km",PETROL,13290,15110
CQ1185,MERCEDES,C CLASS 2018,Osaka - Japan,LDA-205004,2018/6,AT,White,2WD,4,RHD,5,651,Sedan,"2,140cc","41,000km",DIESEL,13020,14837
FC7013,MERCEDES,C CLASS 2018,Nagoya - Japan,LDA-205004,2018/7,AT,White,2WD,4,RHD,5,651,Sedan,"2,140cc","65,000km",DIESEL,12810,14624
QD3269,BMW,X1 2018,Yokohama - Japan,ABA-JG15,2018/8,AT,White,2WD,5,RHD,5,B38A15A,SUV,"1,490cc","34,000km",PETROL,12540,14362
GS4748,MAZDA,CX5 2018,Hakata - Japan,6BA-KFEP,2018/5,AT,Pearl,2WD,5,RHD,5,PE,SUV,"1,990cc","75,000km",PETROL,12540,14576
NW8592,MAZDA,CX5 2018,Osaka - Japan,6BA-KFEP,2018/3,AT,Black,2WD,5,RHD,,,SUV,"2,000cc","52,000km",PETROL,12540,14576
PK6818,HONDA,VEZEL 2018,Nagoya - Japan,DBA-RU1,2018/3,AT,Pearl,2WD,5,RHD,5,L15B,SUV,"1,490cc","36,000km",PETROL,12380,14192
XQ2831,MAZDA,CX5 2018,Yokohama - Japan,6BA-KF5P,2018/3,AT,Pearl,4WD,5,RHD,5,PY,SUV,"2,480cc","50,000km",PETROL,12330,14363
HF6735,MAZDA,CX5 2018,Yokohama - Japan,6BA-KF5P,2018/9,AT,Black,2WD,5,RHD,5,PY,SUV,"2,480cc","36,000km",PETROL,12330,14363
LK9586,MAZDA,CX5 2018,Yokohama - Japan,6BA-KF5P,2018/3,AT,Black,2WD,5,RHD,5,PY,SUV,"2,480cc","45,000km",PETROL,12200,14231
PB5492,TOYOTA,PREMIO 2018,Osaka - Japan,DBA-NZT260,2018/4,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","23,000km",PETROL,12130,13826
UI5755,TOYOTA,PREMIO 2018,Nagoya - Japan,DBA-NZT260,2018/4,AT,Blue(D),2WD,4,RHD,5,1NZ,Sedan,"1,490cc","99,000km",PETROL,12110,13805
BA0075,HONDA,VEZEL 2018,Yokohama - Japan,DBA-RU1,2018/1,AT,Black,2WD,5,RHD,5,L15B,SUV,"1,490cc","78,000km",PETROL,12100,13908
OJ6430,HONDA,VEZEL 2018,Hakata - Japan,DAA-RU3,2018/10,AT,Red,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","62,000km",HYBRID(PETROL),12020,13827
RF5503,MERCEDES,C CLASS 2018,Osaka - Japan,DBA-205040C,2018/3,AT,Silver,2WD,4,RHD,5,274M16,Sedan,"1,590cc","43,000km",PETROL,11990,13793
RZ6000,MAZDA,CX8 2018,Nagoya - Japan,3DA-KG2P,2018/4,AT,GRAY(D),2WD,5,RHD,7,SH,SUV,"2,180cc","71,000km",DIESEL,11990,14086
BE5028,MAZDA,CX8 2017,Osaka - Japan,3DA-KG2P,2018/9,AT,Blue(D),2WD,5,RHD,7,SH,SUV,"2,180cc","57,000km",DIESEL,11990,14086
XE5298,MAZDA,CX8 2018,Nagoya - Japan,3DA-KG2P,2018/1,AT,GRAY(D),4WD,5,RHD,7,SH,SUV,"2,180cc","83,000km",DIESEL,11990,14086
WN0933,TOYOTA,PREMIO 2018,Yokohama - Japan,DBA-NZT260,2018/1,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","50,000km",PETROL,11880,13573
KL8356,TOYOTA,PREMIO 2017,Hakata - Japan,DBA-NZT260,2018/7,AT,Pearl,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","114,000km",PETROL,11830,13522
RI5774,HONDA,VEZEL 2018,Hakata - Japan,DAA-RU3,2018/2,AT,Red,2WD,5,RHD,,,SUV,"1,500cc","65,000km",HYBRID(PETROL),11740,13543
DH2217,MAZDA,CX8 2018,Osaka - Japan,3DA-KG2P,2018/1,AT,Gray,4WD,5,RHD,6,SH,SUV,"2,180cc","108,000km",DIESEL,11690,13781
ET8523,MAZDA,CX5 2018,Yokohama - Japan,6BA-KF5P,2018/5,AT,Silver,4WD,5,RHD,5,PY,SUV,"2,480cc","41,000km",PETROL,11670,13693
RS8324,HONDA,VEZEL 2018,Yokohama - Japan,DBA-RU1,2018/4,AT,Blue(D),2WD,5,RHD,5,L15B,SUV,"1,490cc","56,000km",PETROL,11660,13462
WF5701,MAZDA,CX5 2018,Nagoya - Japan,6BA-KFEP,2018/8,AT,Pearl,2WD,5,RHD,5,PE,SUV,"1,990cc","141,000km",PETROL,11650,13674
IZ4433,MAZDA,CX5 2017,Yokohama - Japan,DBA-KFEP,2018/3,AT,Black,2WD,5,RHD,5,PE,SUV,"1,990cc","147,000km",PETROL,11540,13561
AR9072,MAZDA,CX8 2018,Yokohama - Japan,3DA-KG2P,2018/9,AT,Black,4WD,5,RHD,6,SH,SUV,"2,180cc","110,000km",DIESEL,11520,13609
KU4945,MAZDA,CX8 2017,Osaka - Japan,3DA-KG2P,2018/3,AT,Red,2WD,5,RHD,6,SH,SUV,"2,180cc","72,000km",DIESEL,11480,13568
ZU2037,HONDA,VEZEL 2018,Nagoya - Japan,DBA-RU1,2018/6,AT,Pearl,2WD,5,RHD,5,L15B,SUV,"1,490cc","93,000km",PETROL,11470,13270
GI5282,SUBARU,FORESTER 2017,Osaka - Japan,DBA-SJ5,2018/6,AT,Pearl,4WD,5,RHD,5,FB20,SUV,"1,990cc","75,000km",PETROL,11430,13451
BV5234,HONDA,VEZEL 2018,Osaka - Japan,DBA-RU2,2018/10,AT,Blue(D),4WD,5,RHD,,,SUV,"1,500cc","41,000km",PETROL,11360,13158
OX2423,TOYOTA,PREMIO 2017,Osaka - Japan,DBA-NZT260,2018/10,AT,White,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","151,000km",PETROL,11310,12996
JY9426,HONDA,VEZEL 2018,Yokohama - Japan,DBA-RU1,2018/1,AT,Black,2WD,5,RHD,5,L15B,SUV,"1,490cc","180,000km",PETROL,11310,13108
MR7702,TOYOTA,PREMIO 2018,Osaka - Japan,DBA-NZT260,2018/1,AT,White,2WD,4,RHD,,,Sedan,"1,500cc","191,000km",PETROL,11310,12996
FC9459,SUBARU,FORESTER 2018,Nagoya - Japan,DBA-SJ5,2018/6,AT,Green(L),4WD,5,RHD,5,FB20,SUV,"1,990cc","78,000km",PETROL,11180,13197
MY4013,TOYOTA,COROLLA FIELDER 2018,Osaka - Japan,DBA-NRE161G,2018/5,AT,Red,2WD,5,RHD,5,2NR,Station Wagon,"1,490cc","36,000km",PETROL,11150,12728
KC2438,HONDA,VEZEL 2018,Osaka - Japan,DAA-RU3,2018/3,AT,Red,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","132,000km",HYBRID(PETROL),11110,12905
SF9271,HONDA,VEZEL 2018,Osaka - Japan,DAA-RU3,2018/4,AT,Black,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","136,000km",HYBRID(PETROL),10990,12783
LI1645,HONDA,VEZEL 2018,Nagoya - Japan,DAA-RU3,2018/1,AT,Black,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","148,000km",HYBRID(PETROL),10980,12773
OE7325,SUBARU,FORESTER 2018,Yokohama - Japan,5AA-SKE,2018/9,AT,Blue(D),4WD,5,RHD,5,FB20-MA1,SUV,"1,990cc","175,000km",HYBRID(PETROL),10960,12975
BX1136,MAZDA,CX5 2018,Osaka - Japan,3DA-KF2P,2018/7,AT,Red,2WD,5,RHD,5,SH,SUV,"2,180cc","82,000km",DIESEL,10960,12972
JJ2827,MAZDA,CX5 2018,Osaka - Japan,3DA-KF2P,2018/3,AT,Red,2WD,5,RHD,5,SH,SUV,"2,180cc","72,000km",DIESEL,10960,12972
BE6672,HONDA,CIVIC 2018,Nagoya - Japan,DBA-FC1,2018/4,AT,White,2WD,4,RHD,5,L15B,Sedan,"1,490cc","83,000km",PETROL,10960,12646
II8289,HONDA,CIVIC 2018,Hakata - Japan,DBA-FC1,2018/7,AT,Pearl,2WD,4,RHD,5,L15B,Sedan,"1,490cc","83,000km",PETROL,10960,12646
KN5335,MITSUBISHI,OUTLANDER PHEV 2018,Osaka - Japan,DBA-GK1W,2018/3,AT,Black,4WD,5,RHD,5,4B40,SUV,"1,490cc","85,000km",PETROL,10860,12762
YJ9431,HONDA,VEZEL 2018,Nagoya - Japan,DAA-RU3,2018/6,AT,Red,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","85,000km",HYBRID(PETROL),10820,12611
ZD6174,HONDA,VEZEL 2018,Osaka - Japan,DAA-RU3,2018/3,AT,Black,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","151,000km",HYBRID(PETROL),10820,12611
RB8436,TOYOTA,MARK X 2018,Nagoya - Japan,DBA-ZRT260,2018/2,AT,White,2WD,4,RHD,5,2ZR,Sedan,"1,790cc","110,000km",PETROL,10790,12469
ZR9543,MITSUBISHI,OUTLANDER PHEV 2018,Osaka - Japan,DLA-GG2W,2018/6,AT,Pearl,4WD,5,RHD,,,SUV,"2,000cc","127,000km",PLUG-IN HYBRID(PETROL),10790,12804
ZB4688,TOYOTA,MARK X 2018,Nagoya - Japan,DBA-ZRT261,2018/4,AT,Black,2WD,4,RHD,5,3ZR,Sedan,"1,980cc","55,000km",PETROL,10780,12459
TK8464,MAZDA,CX5 2018,Osaka - Japan,3DA-KF2P,2018/3,AT,Red,4WD,5,RHD,5,SH,SUV,"2,180cc","115,000km",DIESEL,10690,12698
CH6992,MITSUBISHI,OUTLANDER PHEV 2018,Osaka - Japan,DBA-GK1W,2018/3,AT,Blue,2WD,5,RHD,5,4B40,SUV,"1,490cc","86,000km",PETROL,10620,12518
AG1124,HONDA,VEZEL 2018,Yokohama - Japan,DAA-RU3,2018/1,AT,Pearl,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","150,000km",HYBRID(PETROL),10590,12378
TW2992,BMW,X3 2018,Yokohama - Japan,ABA-YH20,2018/11,AT,Blue,4WD,5,RHD,5,B48A20A,SUV,"1,990cc","61,000km",PETROL,10500,12284
SG1147,HONDA,VEZEL 2018,Hakata - Japan,DAA-RU3,2018/2,AT,Pearl,2WD,5,RHD,5,LEB-H1,SUV,"1,490cc","135,000km",HYBRID(PETROL),10280,12064
RJ8741,MAZDA,CX5 2018,Hakata - Japan,3DA-KF2P,2018/3,AT,Blue,2WD,5,RHD,5,SH,SUV,"2,180cc","87,000km",DIESEL,10210,12211
SP6177,MAZDA,CX3 2018,Hakata - Japan,6BA-DKEFW,2018/11,AT,Red,2WD,5,RHD,5,PE,SUV,"1,990cc","37,000km",PETROL,10110,11784
VR1109,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/1,AT,GRAY(D),2WD,5,RHD,5,PE,SUV,"1,990cc","27,000km",PETROL,10110,11784
QO1712,PEUGEOT,3008 2018,Yokohama - Japan,LDA-P84AH01,2018/9,AT,Pearl,2WD,5,RHD,5,AH01,SUV,"1,990cc","85,000km",DIESEL,9790,11679
GH6786,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/2,AT,Pearl,2WD,5,RHD,5,PE,SUV,"1,990cc","89,000km",PETROL,9760,11429
RX6762,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/5,AT,Red,2WD,5,RHD,5,PE,SUV,"1,990cc","45,000km",PETROL,9710,11379
YF5780,TOYOTA,MARK X 2018,Yokohama - Japan,DBA-GRX130,2018/2,AT,Blue(D),2WD,4,RHD,5,4GR,Sedan,"2,490cc","76,000km",PETROL,9660,11434
EX7352,PEUGEOT,3008 2018,Yokohama - Japan,ABA-P845G01,2018/7,AT,Brown,2WD,5,RHD,5,5G01,SUV,"1,590cc","71,000km",PETROL,9620,11505
FA1860,MITSUBISHI,RVR 2017,Yokohama - Japan,DBA-GA4W,2018/2,AT,Red,4WD,5,RHD,5,4J10,SUV,"1,790cc","101,000km",PETROL,9570,11344
NQ9865,MAZDA,AXELA SPORT 2018,Osaka - Japan,DBA-BM5FS,2018/2,AT,Silver,2WD,5,RHD,5,P5,Hatchback,"1,490cc","113,000km",PETROL,9570,11238
ZD0294,MAZDA,AXELA SPORT 2018,Yokohama - Japan,DBA-BM5FS,2018/6,AT,Pearl,2WD,5,RHD,5,P5,Hatchback,"1,490cc","42,000km",PETROL,9550,11218
EO4365,MAZDA,AXELA SPORT 2018,Yokohama - Japan,DBA-BM5FS,2018/3,AT,Black,2WD,5,RHD,5,P5,Hatchback,"1,490cc","74,000km",PETROL,9510,11177
GY6511,TOYOTA,COROLLA FIELDER 2018,Nagoya - Japan,DAA-NKE165G,2018/3,AT,Black,2WD,5,RHD,5,1NZ-1LM,Station Wagon,"1,490cc","101,000km",HYBRID(PETROL),9460,11122
IC9428,TOYOTA,COROLLA FIELDER 2018,Nagoya - Japan,DAA-NKE165G,2018/3,AT,Black,2WD,5,RHD,5,1NZ-1LM,Station Wagon,"1,490cc","109,000km",HYBRID(PETROL),9460,11122
HX2099,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/3,AT,Black,2WD,5,RHD,5,PE,SUV,"1,990cc","60,000km",PETROL,9390,11055
CZ4254,MAZDA,AXELA SPORT 2017,Nagoya - Japan,DBA-BM5FS,2018/3,AT,Red,2WD,5,RHD,5,P5,Hatchback,"1,490cc","50,000km",PETROL,9390,11056
FC1772,MAZDA,AXELA SPORT 2018,Osaka - Japan,DBA-BM5FS,2018/1,AT,Red,2WD,5,RHD,5,P5,Hatchback,"1,490cc","75,000km",PETROL,9390,11056
OI8447,MAZDA,AXELA SPORT 2018,Yokohama - Japan,DBA-BM5FS,2018/1,AT,Pearl,2WD,5,RHD,5,P5,Hatchback,"1,490cc","42,000km",PETROL,9390,11056
NL5627,TOYOTA,COROLLA AXIO 2018,Osaka - Japan,DBA-NRE161,2018/8,AT,Brown,2WD,4,RHD,5,2NR,Sedan,"1,490cc","17,000km",PETROL,9330,10886
KJ4459,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/2,AT,Pearl,2WD,5,RHD,5,PE,SUV,"1,990cc","86,000km",PETROL,9280,10944
QE9706,TOYOTA,SIENTA 2018,Yokohama - Japan,DBA-NSP170G,2018/7,AT,PURPLE(D),2WD,5,RHD,7,2NR,Mini Van,"1,490cc","22,000km",PETROL,9250,11018
HN7568,MAZDA,CX3 2018,Osaka - Japan,6BA-DKEFW,2018/3,AT,Red,2WD,5,RHD,5,PE,SUV,"1,990cc","33,000km",PETROL,9250,10913
EE8483,TOYOTA,COROLLA AXIO 2017,Yokohama - Japan,DBA-NRE161,2018/2,AT,Silver,2WD,4,RHD,5,2NR,Sedan,"1,490cc","51,000km",PETROL,9250,10805
HP4607,MAZDA,CX3 2018,Osaka - Japan,3DA-DK8FW,2018/6,AT,Red,2WD,5,RHD,5,S8,SUV,"1,750cc","58,000km",DIESEL,9250,10913
TG3316,MAZDA,CX3 2018,Osaka - Japan,3DA-DK8FW,2018/7,AT,Red,2WD,5,RHD,5,S8,SUV,"1,750cc","46,000km",DIESEL,9250,10913
TX8858,MAZDA,AXELA SPORT 2018,Nagoya - Japan,DBA-BM5FS,2018/2,AT,Black,2WD,5,RHD,5,P5,Hatchback,"1,490cc","86,000km",PETROL,9240,10904
TH6459,NISSAN,SERENA 2018,Osaka - Japan,DAA-GC27,2018/3,AT,Brown,2WD,5,RHD,8,MR20-SM24,Mini Van,"1,990cc","73,000km",HYBRID(PETROL),9230,11223
GC8819,TOYOTA,SIENTA 2018,Nagoya - Japan,DBA-NSP170G,2018/6,AT,Brown,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","40,000km",PETROL,9220,10987
OY3588,MAZDA,AXELA SPORT 2018,Osaka - Japan,DBA-BM5FS,2018/12,AT,Blue,2WD,5,RHD,5,P5,Hatchback,"1,490cc","99,000km",PETROL,9150,10813
VS6477,TOYOTA,COROLLA AXIO 2018,Osaka - Japan,DBA-NRE161,2018/8,AT,Black,2WD,4,RHD,5,2NR,Sedan,"1,490cc","54,000km",PETROL,9120,10674
VB5068,MAZDA,CX3 2018,Nagoya - Japan,LDA-DK5FW,2018/4,AT,Red,2WD,5,RHD,5,S5,SUV,"1,490cc","83,000km",DIESEL,9050,10711
MZ1761,MAZDA,CX3 2018,Nagoya - Japan,6BA-DKEFW,2018/3,AT,Pearl,2WD,5,RHD,5,PE,SUV,"1,990cc","67,000km",PETROL,9030,10690
WG5284,TOYOTA,COROLLA AXIO 2017,Osaka - Japan,DBA-NRE161,2018/3,AT,Pearl,2WD,4,RHD,5,2NR,Sedan,"1,490cc","21,000km",PETROL,9000,10553
MF5322,TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NRE161,2018/4,AT,PURPLE(D),2WD,4,RHD,5,2NR,Sedan,"1,490cc","25,000km",PETROL,8910,10462
BD0523,TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NRE161,2018/1,AT,Silver,2WD,4,RHD,5,2NR,Sedan,"1,490cc","59,000km",PETROL,8860,10411
RT2402,MAZDA,CX3 2018,Osaka - Japan,6BA-DKEAW,2018/9,AT,Pearl,4WD,5,RHD,5,PE,SUV,"1,990cc","31,000km",PETROL,8850,10508
JC6183,TOYOTA,COROLLA AXIO 2018,Nagoya - Japan,DBA-NRE161,2018/2,AT,White,2WD,4,RHD,5,2NR,Sedan,"1,490cc","15,000km",PETROL,8790,10340
LR2408,TOYOTA,SIENTA 2018,Nagoya - Japan,6AA-NHP170G,2018/11,AT,Blue,2WD,5,RHD,7,1NZ-2LM,Mini Van,"1,490cc","61,000km",HYBRID(PETROL),8770,10430
EZ3967,TOYOTA,COROLLA FIELDER 2018,Osaka - Japan,DBA-MB4154T,2018/8,AT,Silver,2WD,5,RHD,,,Station Wagon,"1,500cc","47,000km",PETROL,8770,10424
CQ8464,TOYOTA,SIENTA 2018,Nagoya - Japan,DBA-NSP170G,2018/9,AT,Silver,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","51,000km",PETROL,8760,10521
CG9179,MAZDA,CX3 2018,Nagoya - Japan,3DA-DK8FW,2018/11,AT,Pearl,2WD,5,RHD,5,S8,SUV,"1,750cc","119,000km",DIESEL,8740,10397
HP0603,MAZDA,CX3 2018,Nagoya - Japan,3DA-DK8FW,2018/5,AT,Red,2WD,5,RHD,5,S8,SUV,"1,750cc","93,000km",DIESEL,8740,10397
MV2163,TOYOTA,COROLLA AXIO 2018,Yokohama - Japan,DBA-NRE161,2018/1,AT,Silver,2WD,4,RHD,5,2NR,Sedan,"1,490cc","19,000km",PETROL,8730,10280
UY4460,TOYOTA,SIENTA 2018,Osaka - Japan,DBA-NSP170G,2018/3,AT,PURPLE(D),2WD,5,RHD,7,2NR,Mini Van,"1,490cc","31,000km",PETROL,8630,10390
CL6654,TOYOTA,COROLLA AXIO 2018,Osaka - Japan,DBA-NRE161,2018/1,AT,Pearl,2WD,4,RHD,5,2NR,Sedan,"1,490cc","79,000km",PETROL,8600,10148
EB1119,TOYOTA,ALLION 2018,Osaka - Japan,DBA-ZRT260,2018/11,AT,Silver,2WD,4,RHD,5,2ZR,Sedan,"1,790cc","169,000km",PETROL,8570,10222
BC2041,MAZDA,CX3 2018,Osaka - Japan,LDA-DK5FW,2018/3,AT,Pearl,2WD,5,RHD,5,S5,SUV,"1,490cc","158,000km",DIESEL,8570,10225
JS9029,TOYOTA,COROLLA FIELDER 2018,Hakata - Japan,DAA-NKE165G,2018/11,AT,Pearl,2WD,5,RHD,5,1NZ-1LM,Station Wagon,"1,490cc","53,000km",HYBRID(PETROL),8570,10221
WO3263,TOYOTA,SIENTA 2018,Yokohama - Japan,DAA-NHP170G,2018/3,AT,Black,2WD,5,RHD,7,1NZ-2LM,Mini Van,"1,490cc","71,000km",HYBRID(PETROL),8530,10187
NH6661,TOYOTA,SIENTA 2018,Osaka - Japan,6AA-NHP170G,2018/11,AT,Black,2WD,5,RHD,7,1NZ-2LM,Mini Van,"1,490cc","99,000km",HYBRID(PETROL),8520,10177
FS3243,TOYOTA,ALLION 2018,Osaka - Japan,DBA-ZRT260,2018/10,AT,Silver,2WD,4,RHD,5,2ZR,Sedan,"1,790cc","149,000km",PETROL,8510,10161
ZE7733,SUBARU,LEGACY OUTBACK 2018,Nagoya - Japan,DBA-VM4,2018/1,AT,Pearl,4WD,5,RHD,5,FB16,Station Wagon,"1,590cc","114,000km",PETROL,8500,10261
ZR9968,TOYOTA,SIENTA 2018,Osaka - Japan,DBA-NSP170G,2018/2,AT,Pearl,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","66,000km",PETROL,8480,10238
DG2742,TOYOTA,SIENTA 2018,Hakata - Japan,DBA-NSP170G,2018/7,AT,PURPLE(D),2WD,5,RHD,7,2NR,Mini Van,"1,490cc","55,000km",PETROL,8460,10218
UQ0830,TOYOTA,SIENTA 2018,Yokohama - Japan,DBA-NSP170G,2018/5,AT,Black,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","25,000km",PETROL,8460,10218
IH5869,TOYOTA,SIENTA 2018,Yokohama - Japan,DBA-NSP170G,2018/2,AT,Pearl,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","69,000km",PETROL,8450,10207
QE0659,TOYOTA,COROLLA FIELDER 2018,Osaka - Japan,DBA-NRE161G,2018/1,AT,White,2WD,5,RHD,5,2NR,Station Wagon,"1,490cc","200,000km",PETROL,8410,9957
LV5519,TOYOTA,SIENTA 2018,Osaka - Japan,DBA-NSP170G,2018/3,AT,Pearl,2WD,5,RHD,7,2NR,Mini Van,"1,490cc","42,000km",PETROL,8340,10096
HV0305,BMW,1 SERIES 2018,Yokohama - Japan,DBA-1R15,2018/6,AT,Black,2WD,5,RHD,5,B38B15A,Hatchback,"1,490cc","53,000km",PETROL,8280,9826
ST9972,BMW,1 SERIES 2018,Osaka - Japan,DBA-1R15,2018/3,AT,White,2WD,5,RHD,5,B38B15A,Hatchback,"1,490cc","33,000km",PETROL,8280,9826
BT8894,HONDA,FIT 2018,Yokohama - Japan,DBA-246242,2018/2,AT,Black,2WD,5,RHD,5,270,Hatchback,"1,590cc","79,000km",PETROL,8220,9975
OI5238,NISSAN,XTRAIL 2018,Yokohama - Japan,DBA-NT32,2018/5,AT,Red,4WD,5,RHD,7,MR20,SUV,"1,990cc","197,000km",PETROL,8070,10042
