Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price
Toyota,Land Cruiser,2021,10944 Km,3300 cc,Diesel,Automatic,,AWD,,,,,,
Toyota,Crown,2024,"9,000kms Km",2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Crown,2023,"3,000KMS Km",2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,B,2018,93150 Km,1600 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,Cla,2018,93150 Km,1800 cc,Petrol,Automatic,,,,,,,,
Mercedes,A,2018,93150 Km,1800 cc,Petrol,Automatic,,,,,,,,
Toyota,Fielder,2018,93150 Km,1800 cc,Petrol,Automatic,,,,,,,,
Toyota,Land Cruiser Prado,2018,31222 Km,3000 cc,Petrol,Automatic,,,,,,,,
Toyota,Vitz,2018,31222 Km,1000 cc,Petrol,Automatic,,2WD,,,,,,
Toyota,Vitz,2018,58510 Km,1000 cc,Petrol,Automatic,,2WD,,,,,,
Toyota,Fielder,2018,28172 Km,1500 cc,Petrol Hybrid,Automatic,,,,,,,,
Toyota,Fielder,2018,54700 Km,1800 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Fielder,2018,30600 Km,1500 cc,Petrol,Automatic,4,2WD,,,,,,
Toyota,Land Cruiser,2021,11670 Km,3300 cc,Diesel,Automatic,,AWD,,,,,,
Mazda,Cx8,2017,83000 Km,2200 cc,Diesel,Automatic,,,,,,,,
Subaru,Outback,2017,80820 Km,2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser Prado,2017,62700 Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2017,33360 Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Bmw,X1,2017,78000 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,Gle Mini,2017,43750 Km,3000 cc,Diesel,Automatic,4.5,4WD,,,,,,
Mercedes,Gle Mini,2017,30000 Km,3000 cc,Diesel,Automatic,,2WD,,,,,,
Bmw,X6 Coupe,2020,16000 Km,3000 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Sahara,2022,33 Km,3346 cc,Petrol,Automatic,,,,,,,,
Toyota,Land Cruiser Prado,2017,45000 Km,,Diesel,Automatic,,,,,,,,
Volkswagen,Golf,2018,,1400 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,V220,2023,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Volkswagen,T Cross Mini,2020,,1000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,V220,2022,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Mercedes,V220,2020,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser,2021,,3500 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2023,,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2024,,3300 cc,Diesel,Automatic,6,4WD,,,,,,
Nissan,Xtrail Mini,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Subaru,Legacy,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Subaru,Wrx,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser,2017,,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Highlander,2018,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2018,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2018,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2018,,1500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2018,,1500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser,2017,,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Crown,2024,,2500 cc,Petrol Hybrid,Automatic,6,2WD,,,,,,
Land,Rover Range Rover,2022,,3000 cc,Diesel,Automatic,6,4WD,,,,,,
Porsche,Cayenne,2018,,4000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2021,,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Vitz,2017,,1000 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Land Cruiser Prado,2022,,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2022,,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2022,,2700 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser Prado,2021,,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2022,,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne,2018,,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2017,,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2021,,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2021,,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2021,,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2023,,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2022,11608 Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Lexus,Lx500D,2022,,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Mercedes,Glc,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Land,Rover Range Rover,2018,,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Bmw,X7,2019,29500 Km,3000 cc,Diesel,Automatic,4.5,4WD,,,,,,
Lexus,Nx200T,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mercedes,Glc,2017,,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Lexus,Lx600,2022,4100 Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2017,,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Premio,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Premio,2018,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser Prado,2017,,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Nx200T Mini,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2017,,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Lexus,Lx600,2023,1850 Km,3500 cc,Petrol,Automatic,6,4WD,,,,,,
Lexus,Lx,2016,921 Km,5700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2016,,5700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Mazda,Cx,2017,82700 Km,2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2017,13600 Km,2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Porsche,Cayenne,2017,86780 Km,3600 cc,Petrol,Automatic,4.5,2WD,,,,,,
Porsche,Cayenne,2018,68600 Km,2900 cc,Petrol,Automatic,4.5,2WD,,,,,,
Lexus,Rx450H,2017,,3500 cc,Petrol Hybrid,Automatic,4.5,2WD,,,,,,
Toyota,4Runner,2017,125850 Km,1800 cc,Petrol Hybrid,Automatic,4.5,2WD,,,,,,
Subaru,Outback,2017,33300 Km,2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,4Runner,2017,45500 Km,2500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2018,65620 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2017,,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2017,59800 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Nissan,Xtrail Mini,2017,79700 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2018,30755 Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Nissan,Xtrail Mini,2017,42450 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Volkswagen,Golf Coupe,2017,,1400 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Esquire,2017,134400 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser,2023,8475 Km,3300 cc,Diesel,Automatic,6,4WD,,,,,,
Lexus,Lx500D,2022,8425 Km,3300 cc,Diesel,Automatic,6,4WD,,,,,,
Toyota,Land Cruiser,2018,10000 Km,4600 cc,Petrol,Automatic,5,4WD,,,,,,
Nissan,Xtrail Mini,2017,,2000 cc,Petrol Hybrid,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2017,61298 Km,5700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2017,4000 Km,5700 cc,Petrol,Automatic,5,4WD,,,,,,
Bmw,X6 Mini,2017,49428 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Honda,Cr V Mini,2015,56675 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Nissan,Xtrail Mini,2017,67720 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2017,49608 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Volkswagen,Tiguan Mini,2017,45952 Km,1400 cc,Petrol,Automatic,4.5,2WD,,,,,,
Bmw,X6,2017,10873 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,60858 Km,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Mazda,Axela,2017,97000kms Km,1500 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Harrier Mini,2017,63850 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2018,8000-kms Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Land,Rover Range Rover Vogue Mini,2017,89000kms Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,66000kms Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,89000kms Km,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne,2018,115000kms Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2018,40000kms Km,5600 cc,Petrol,Automatic,4.5,4WD,,,,,,
Subaru,Forester Mini,2016,46030 Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser Prado,2017,31000kms Km,,Petrol,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne S Mini,2018,22808 Km,3000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Range,Rover Vogue,2018,7312 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Range,Rover Vogue,2022,3550 Km,3000 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser Prado,2018,33000km Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne Mini,2018,39000-kms Km,3600 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2021,18700km Km,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Rav,2019,44000kms Km,2000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Land,Rover Range Rover Velar Mini,2017,125000kms Km,3000 cc,Diesel,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne Mini,2019,8700kms Km,3000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Mercedes,S550 Mini,2017,128000 Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser Prado,2017,48000kms Km,2700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2021,257kms Km,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Mercedes,,2022,7300 Km,2000 cc,Diesel,Automatic,5,2WD,,,,,,
Mercedes,V220,2023,2500 Km,2000 cc,Diesel,Automatic,5,2WD,,,,,,
Toyota,Aqua,2017,57000kms Km,1500 cc,Petrol Hybrid,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2018,36800 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2018,54300 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Toyota,Hilux Pickups,2017,49000kms Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Hilux Pickups,2018,62000kms Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Mazda,Atenza,2017,82000kms Km,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Lexus,Lx600,2022,4200 Km,3500 cc,Petrol,Automatic,,,,,,,,
Lexus,Rx300 Mini,2017,32224 Km,3000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Probox,2017,105000kms Km,1500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Probox,2017,85000kms Km,1500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Mazda,Cx,2017,74000kms Km,2200 cc,Diesel,Automatic,4.5,2WD,,,,,,
Lexus,Lx500D,2022,26000kms Km,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Probox,2017,124000kms Km,1500 cc,Petrol,Automatic,4.5,2WD,,,,,,
Subaru,Outback Mini,2017,34000kms Km,2500 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Land Cruiser,2023,4800 Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Lexus,Lx600,2023,9300 Km,3500 cc,Petrol,Automatic,6,4WD,,,,,,
Toyota,Land Cruiser,2021,9300 Km,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2021,9600 Km,3300 cc,Diesel,Automatic,6,4WD,,,,,,
Audi,Q3 Mini,2017,50980 Km,1400 cc,Petrol,Automatic,4.5,2WD,,,,,,
Nissan,Xtrail,2017,56000kms Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser,2022,10000-kms Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Audi,Q7,2017,10000-kms Km,2000 cc,Petrol,Automatic,4.5,2WD,,,,,,
Toyota,Land Cruiser Sahara,2022,26000kms Km,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Nissan,Patrol,2024,18-kms Km,5700 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2021,14000kms Km,3300 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2017,75000kms Km,4600 cc,Petrol,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne,2018,88500 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Hilux Pickups,2018,8280 Km,2400 cc,Diesel,Automatic,4.5,2WD,,,,,,
Porsche,Cayenne,2018,78983 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2017,128139 Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Audi,Q7,2016,99500 Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx600,2022,3600kms Km,3500 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx600,2022,3000kms Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2017,57000kms Km,4600 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2016,10000-kms Km,5700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2017,16000kms Km,4600 cc,Petrol,Automatic,4.5,4WD,,,,,,
Bmw,X6 Coupe,2016,90000kms Km,3000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Porsche,Cayenne Mini,2017,39000-kms Km,3600 cc,Petrol,Automatic,4.5,AWD,,,,,,
Lexus,Lx,2017,8000-kms Km,5700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx600,2022,3600-kms Km,3500 cc,Petrol,Automatic,4.5,4WD,,,,,,
Mercedes,S400,2016,45000kms Km,4700 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Land Cruiser,2017,100kms Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2016,100kms Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2016,100kms Km,4700 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Hilux Pickups,2018,37000kms Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Hilux Pickups,2018,22000kms Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Mercedes,C200,2017,3000kms Km,1800 cc,Petrol,Automatic,5,RWD,,,,,,
Toyota,Hilux Pickups,2018,38000kms Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Lexus,Rx450H,2017,130000kms Km,3500 cc,Petrol Hybrid,Automatic,4.5,AWD,,,,,,
Porsche,Cayenne Gts,2017,68000kms Km,3600 cc,Petrol,Automatic,4.5,AWD,,,,,,
Bmw,X6 Coupe,2017,47000kms Km,3000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Hilux Pickups,2018,52000kms Km,2400 cc,Diesel,Automatic,4.5,4WD,,,,,,
Porsche,Cayenne Mini,2017,75000kms Km,3600 cc,Petrol,Automatic,4.5,,,,,,,
Volkswagen,Tiguan Mini,2017,48000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Land Cruiser Prado,2016,51000kms Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2022,92kms Km,3500 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Fielder,2017,53000kms Km,1500 cc,Petrol,Automatic,4.5,FWD,,,,,,
Lexus,Lx600,2023,3000kms Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Prius,2017,93000kms Km,1800 cc,Petrol Hybrid,Automatic,4.5,FWD,,,,,,
Volkswagen,Tiguan Mini,2017,54000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Volkswagen,Passat,2016,33000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Bmw,X5 Mini,2014,62000kms Km,3000 cc,Diesel,Automatic,4.5,FWD,,,,,,
Toyota,Harrier Mini,2016,94000kms Km,,Petrol,Automatic,4.5,FWD,,,,,,
Subaru,Forester Mini,2019,22000kms Km,2000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Land Cruiser Prado,2016,71000kms Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Fielder,2017,65000kms Km,1500 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Harrier Mini,2016,81000kms Km,2000 cc,Petrol,Automatic,4.5,FWD,,,,,,
Audi,Q7,2016,93000kms Km,3000 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Fielder,2016,154000kms Km,1500 cc,Petrol Hybrid,Automatic,4.5,FWD,,,,,,
Volkswagen,Tiguan Mini,2017,33000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Suzuki,Alto,2017,51000kms Km,650 cc,Petrol,Automatic,4.5,FWD,,,,,,
Suzuki,Alto,2017,40000kms Km,650 cc,Petrol,Automatic,4.5,FWD,,,,,,
Mercedes,S550,2017,21000kms Km,3000 cc,Petrol,Automatic,4.5,RWD,,,,,,
Subaru,Outback Mini,2017,91000kms Km,2500 cc,Petrol,Automatic,4.5,AWD,,,,,,
Volkswagen,Tiguan Mini,2017,63000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Suzuki,Alto,2017,74000kms Km,650 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Vitz,2017,52000kms Km,1000 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Land Cruiser Prado,2018,66000kms Km,2800 cc,Diesel,Automatic,4.5,4WD,,,,,,
Lexus,Nx200T,2017,20000kms Km,20001 cc,Petrol,Automatic,4.5,FWD,,,,,,
Mercedes,S550,2017,33000kms Km,4700 cc,Petrol,Automatic,4.5,RWD,,,,,,
Nissan,Note,2017,53000kms Km,1200 cc,Petrol Hybrid,Automatic,4.5,FWD,,,,,,
Lexus,Lx600,2023,3000kms Km,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Lexus,Lx500D,2023,100kms Km,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Land Cruiser,2022,16000kms Km,3500 cc,Petrol,Automatic,4.5,4WD,,,,,,
Honda,Crv,2019,19000kms Km,2000 cc,Petrol Hybrid,Automatic,4.5,4WD,,,,,,
Lexus,Lx570,2016,57000kms Km,5700 cc,Petrol,Automatic,5,4WD,,,,,,
Lexus,Lx500D,2023,4000kms Km,3300 cc,Diesel,Automatic,5,4WD,,,,,,
Toyota,Sienta,2017,16000kms Km,1500 cc,Petrol,Automatic,4.5,FWD,,,,,,
Peugeot,,2015,70000kms Km,1200 cc,Petrol,Automatic,4.5,FWD,,,,,,
Toyota,Roomy,2017,45000kms Km,1000 cc,Petrol,Automatic,4.5,FWD,,,,,,
Nissan,Xtrail,2017,81000kms Km,2000cc cc,Petrol Hybrid,Automatic,4.5,AWD,,,,,,
Honda,Fit,2017,52000kms Km,1300 cc,Petrol,Automatic,4.5,FWD,,,,,,
Nissan,X Trail,2017,36000kms Km,,Petrol,Automatic,4.5,AWD,,,,,,
Honda,Fit,2017,52000kms Km,1300 cc,Petrol,Automatic,4.5,FWD,,,,,,
Audi,Q3,2017,50000kms Km,1400 cc,Petrol,Automatic,4.5,FWD,,,,,,
Lexus,Lx,2022,,3500 cc,Petrol,Automatic,5,4WD,,,,,,
Toyota,Raize,,,,,,,,,,,,,
Mercedes,Gle350D,2016,57000kms Km,3500 cc,Diesel,Automatic,4.5,AWD,,,,,,
Volvo,Xc90,2016,47000kms Km,2000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Landcruiser,2023,7000 Km,3300cc cc,Diesel,Automatic,5,4WD,,,,,,
Porsche,Cayenne,2018,78000kms Km,3000 cc,Petrol,Automatic,4.5,AWD,,,,,,
Toyota,Harrier,2020,,2000cc  cc,Petrol,Automatic,5,,,,,,,
Toyota,Fielder,2015,,1500 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Mercedes,S400,2015,,3500cc cc,Petrol,Automatic,4.5,,,,,,,
Suzuki,Swift,2015,,1200 cc,Petrol,Automatic,4.5,,,,,,,
Volks,Wagen Beetle,2015,,1200cc - TSI cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Premio,2015,,1800cc  - Valvematic cc,Petrol,Automatic,4.5,,,,,,,
Honda,Crv,2015,,2000cc  cc,Petrol,Automatic,4.5,,,,,,,
Suzuki,Alto,2015,,660cc cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Vellfire,2015,,3500 - V6 cc,Petrol,Automatic,4.5,,,,,,,
Suzuki,Alto,2015,,660cc cc,Petrol,Automatic,4.5,,,,,,,
Volks,Wagen Beetle,2015,,1200 - TSI cc,Petrol,Automatic,4.5,,,,,,,
Volks,Wagen Beetle,2015,,1200 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Land Cruiser,2016,,4700cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Auris,2015,,1500cc - VVTi cc,Petrol,Automatic,4.5,,,,,,,
Volks,Wagen Beetle,2015,,1200cc - TSI cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Land Cruiser,2019,,4700cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Mercedes,Ml,2013,,2000cc TDI cc,Diesel,Automatic,4.5,4WD,,,,,,
Mazda,Cx,2014,,200cc   cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Voxy,2014,,2000 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Axio,2014,,1500 - VVT-i cc,Petrol Hybrid,Automatic,4.5,,,,,,,
Range,Rover Sports,2014,,3000 - V6 cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Prius,2013,,1800 - VVT-I cc,Petrol Hybrid,Automatic,4.5,,,,,,,
Toyota,Fielder,2015,,1500 - VVT-I cc,Petrol Hybrid,Automatic,4.5,,,,,,,
Toyota,Fielder,2015,,1500 - VVT-I cc,Petrol Hybrid,Automatic,4.5,,,,,,,
Lexus,Lx,2015,,5600cc- V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Axio,2013,,1500 - VVT-i cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Vitz,2013,,1300 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Porsche,Cayenne,2015,,4800 - V8 cc,Petrol,Automatic,4.5,,,,,,,
Lexus,Lx,2016,,5700cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Lexus,Lx,2015,,5600cc- V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Land Cruiser,2016,,4600cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Toyota,Aqua,2015,,1500 - VVT-i cc,Petrol Hybrid,Automatic,4.5,,,,,,,
Bently,Flying Super,2015,,4000cc - V8 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Vitz,2016,,1300 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Axio,2016,,1500 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Fielder,2016,,1500 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Nissan,Blue Bird,2015,,2000cc cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Auris,2015,,1500cc - VVTi cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Axio,2016,,1500 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Rush,2015,,1500 - VVTI cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Rav4,2015,,2400 - VVTI cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Allion,2016,,1500 - VVT-I cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Mark X,2016,,2500 - V6 cc,Petrol,Automatic,4.5,,,,,,,
Subaru,Impreza,2015,,1600 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Land Cruiser,2016,,4700cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Volks,Wagen Beetle,2015,,1200 cc,Petrol,Automatic,4.5,,,,,,,
Lexus,Lx,2016,,5700cc - V8 cc,Petrol,Automatic,4.5,4WD,,,,,,
Volkswagen,Touareg,2015,,3600cc - V6 cc,Petrol,Automatic,4.5,,,,,,,
Volkswagen,Touareg,2015,,3600cc - V6 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Mark X,2015,,2500 - V6 cc,Petrol,Automatic,4.5,,,,,,,
Toyota,Land Cruiser Prado,2021,,2800cc cc,Diesel,Automatic,4.5,4WD,,,,,,
Toyota,Aqua,2015,,1500 - VVT-i cc,Petrol Hybrid,Automatic,4.5,,,,,,,
